Data number,Northing,Easting,Depth (m),Meterage (m),Drilling time (hr),Formation type,Hole size,WOB (1000lb),Flow rate (gpm),MW (pcf),MFVIS,Retort solid (%),Pore pressure (psi),Fracture pressure (psi),Fan 600/Fan 300,Gel10min/Gel10s,Pump pressure (psi),RPM,Mud loss (bbl/hr)
631,1890141,1040558,3767,46,17,2,4.125,7.5,164,60,43,18,4456.795853,9035.695701,1.683611933,1.561380061,1913.408078,77.07454707,0
632,1890141,1040558,3781,46,24,2,4.125,6,160,59,43,15,4443.36851,9008.473143,1.691895451,1.545441045,1906.575587,78.22765073,0
633,1890141,1040558,3820,39,16,2,4.125,6,160,59,43,15,4445.857847,9013.520018,1.693027214,1.554301554,1912.349272,79.51811702,0
634,1890141,1040558,3837,70,24,2,4.125,7.5,164,60,44,18,4438.643712,8998.894101,1.698296676,1.547421047,1915.893971,80.34080784,0
635,1890933,1041897,3647,47,12,2,4.125,7.5,180,59.7,40,10,4443.362465,9008.460888,1.700550229,1.547965548,1932.133947,81.31125631,0.881199881
636,1890933,1041897,3749,102,24,2,4.125,7.5,180,57,40,10,4453.970148,9029.966875,1.698314309,1.555935056,1952.869023,82.32105732,9.097416097
637,1890933,1041897,3750,1,0.1,2,4.125,7.5,180,61.5,42,19,4479.678835,9082.088598,1.69914471,1.571329571,1999.876745,82.93881794,12.94653995
638,1890933,1041897,3798,48,19,2,4.125,7.5,185,66,43,13,4508.232784,9139.978796,1.692891652,1.563261063,2015.812296,82.82298782,18.16602317
639,1890933,1041897,3847,49,12,2,4.125,7.5,185,66,43,13,4511.497617,9146.597908,1.694440505,1.585783586,2020.705376,81.97059697,23.72883873
640,1890933,1041897,3852,5,1,2,4.125,7.5,185,66,43,14,4514.10038,9151.874743,1.698230765,1.592169092,2041.329076,81.2964063,30.83011583
641,1890933,1041897,3860,7.5,5,2,4.125,6.5,145,68,49,15,4520.79574,9165.448897,1.692009754,1.5997921,2042.762103,81.14493614,38.16186516
642,1890933,1041897,3910,50,23,2,4.125,8.5,145,68,49,15,4522.882928,9169.680457,1.691754439,1.631521632,2034.425304,80.23611524,46.75408375
643,1902020,1032125,3522,98,24,2,4.125,6,180,58,44,0,4525.136879,9174.25011,1.691224586,1.646520147,2022.925453,79.43272943,55.96346896
644,1902020,1032125,3572,50,16,2,4.125,4,180,58,44,0,4527.402207,9178.842831,1.688598014,1.662162162,1994.297594,78.02197802,61.2013662
645,1902020,1032125,3339,81,19,2,4.125,7.5,180,60.2,42,0,4530.64215,9185.411481,1.685548107,1.678150678,1970.574696,77.39085239,69.81793882
646,1902020,1032125,3424,85,21,2,4.125,7.5,180,58,43,0,4529.643713,9183.387253,1.680560137,1.705969706,1946.885952,76.60974161,77.6046926
647,1922090,1015363,3835,65,16,2,5.875,17.5,200,55.5,51,2,4528.884929,9181.848897,1.676019643,1.753242253,1913.526879,75.44401544,84.48886249
648,1922090,1015363,3910,27,8,2,5.875,12.5,220,55.5,33,3,4528.167391,9180.394163,1.668734708,1.779328779,1876.244431,74.06444906,91.29284229
649,1922090,1015363,3960,50,24,2,5.875,17.5,220,55.5,33,3,4515.631103,9154.978127,1.65650648,1.507276507,1845.06237,72.52004752,96.85833086
650,1922090,1015363,4019,59,24,2,5.875,17.5,220,55.5,33,3,4503.910846,9131.21651,1.646300983,1.600881101,1799.309474,70.62815563,101.1853282
651,1922090,1015363,3770,51,12,2,5.875,17.5,200,55.5,51,2,4491.991826,9107.051921,1.644678329,1.689189189,1759.73864,68.78823879,104.2738343
652,1922090,1015363,4076,57,24,2,5.875,17.5,220,55.5,34,3,4482.033767,9086.86298,1.641194893,1.78957529,1730.533116,66.81764182,106.1238491
653,1922090,1015363,3883,34,16,2,5.875,17.5,200,55.5,34,3,4472.714666,9067.969459,1.637967973,1.871151371,1689.371844,64.47876448,106.7353727
654,1922090,1015363,3849,14,8,2,5.875,17.5,200,55,35,3,4453.059536,9028.120703,1.63271447,1.970596971,1626.807247,64.34437184,107.7300267
655,1918000,1017807,3577,1,1,2,5.875,8.5,265,56.5,38,18,4438.86772,8999.348255,1.629624954,2.064647065,1567.809623,64.55375705,106.2699733
656,1918000,1017807,3604,27,18,2,5.875,12.5,265,56.5,38,16,4425.42331,8972.091095,1.630377857,2.100584101,1518.148203,65.04083754,103.5922186
657,1918000,1017807,3765,30,15,2,5.875,12.5,270,56.5,38,2,4415.027191,8951.014031,1.630931146,2.124146124,1470.561331,65.94223344,99.6967627
658,1918000,1017807,3735,51,24,2,5.875,12.5,270,56.5,38,2,4407.912616,8936.58996,1.631632614,2.205128205,1413.265518,67.27873478,94.58360558
659,1918000,1017807,3633,29,22,2,5.875,12.5,270,56.5,38,16,4403.806508,8928.265248,1.632780826,2.274032274,1372.916543,69.07113157,88.25274725
660,1918000,1017807,3684,48,24,2,5.875,12.5,270,56.5,38,15,4403.939846,8928.535578,1.636283284,2.330858331,1358.679834,69.71859222,80.7041877
661,1918000,1017807,3636,3,2,2,5.875,12.5,270,56.5,38,16,4410.625961,8942.090989,1.639074762,2.367884368,1355.634096,70.92144342,71.93792694
662,1933800,1005840,3607,55,20,2,5.875,15.5,250,58.5,45,4,4399.797114,8920.136615,1.638073687,2.398623899,1366.851797,72.10647461,64.03890704
663,1933800,1005840,3530,40,24,2,5.875,15.5,250,58,45,3,4391.099903,8902.503912,1.639709983,2.417186417,1403.347193,73.07989308,54.37778438
664,1933800,1005840,3552,22,18,2,5.875,15.5,270,58,45,3,4369.190467,8858.084782,1.643758663,2.423571924,1448.993169,73.72735373,42.76121176
665,1933800,1005840,3490,46,24,2,5.875,15.5,250,58,44,4,4348.164975,8815.457758,1.65603524,2.428383328,1502.111672,74.31095931,29.96673597
666,1933800,1005840,3444,14,13,2,5.875,15.5,250,58,47,4,4347.190717,8813.482549,1.662332731,2.413186813,1552.946243,74.48024948,25.26076626
667,1933823,1008098,3654,4,9,2,5.875,10.5,250,56,41,6,4353.111292,8825.485908,1.664311343,2.407425007,1605.060885,74.84036234,21.23017523
668,1933823,1008098,3660,6,5,2,5.875,10.5,250,56,41,6,4372.343117,8864.476457,1.666635728,2.387931888,1668.910009,75.65340065,16.71963172
669,1933823,1008098,3680,17,10,2,5.625,10.5,195,56,40,6,4397.598633,8915.67942,1.667145355,2.362726463,1742.147312,76.23032373,13.05821206
670,1933823,1008098,3694,14,9,2,5.625,10.5,200,56,40,6,4421.882023,8964.911499,1.666407851,2.326611227,1803.960499,76.67136917,8.405999406
671,1933823,1008098,3729,35,22,2,5.625,10.5,200,56,40,6,4452.730635,9027.45389,1.667288655,2.262211662,1866.779032,76.84214434,4.227205227
672,1933823,1008098,3770,4,4,2,5.625,10.5,163,56.5,44,7,4477.324437,9077.315297,1.673924679,2.20996931,1924.027324,75.75363825,0.657855658
673,1933823,1008098,3772,2,3,2,5.625,10.5,163,56.5,44,7,4507.513113,9138.519736,1.676297114,2.142857143,1988.939709,74.47727948,0
674,1933823,1008098,3785,11,5,2,5.625,10.5,150,57,40,7,4519.887084,9163.60669,1.6769891,2.093990694,2034.740125,73.35610336,0
675,1933823,1008098,3809,24,24,2,5.625,10.5,150,57,40,7,4536.569836,9197.429257,1.682039643,2.022829423,2084.134244,72.12503713,0
676,1933823,1008098,3851,42,21,2,5.625,10.5,180,57,41,7,4560.201469,9245.339965,1.673850727,1.987882388,2149.085239,70.24205524,0
677,1933823,1008098,3870,19,12,2,5.625,10.5,180,57,40,7,4571.041872,9267.317767,1.673480294,1.908068508,2187.301752,70.37719038,0
678,1933823,1008098,3871,1,3,2,5.625,10.5,180,57,42,7,4583.058495,9291.680237,1.678135643,1.82971983,2223.993169,70.03044253,0
679,1933823,1008098,3875,4,4,2,5.625,10.5,180,57,41,7,4592.088342,9309.987323,1.677873863,1.752836353,2255.990496,69.85818236,0
680,1933823,1008098,3891,16,16,2,5.625,10.5,180,57,40,10,4598.192213,9322.362295,1.67882306,1.695089595,2296.578557,67.93287793,0
681,1933823,1008098,3895,4,4,2,5.625,10.5,145,57,41,11,4598.162878,9322.302822,1.680864976,1.637144837,2342.130977,67.02405702,0
682,1933823,1008098,3902,7,10,2,5.625,10.5,145,57,41,10,4589.021028,9303.768659,1.680661154,1.578764479,2372.283932,65.67344817,0
683,1933823,1008098,3913,11,16,2,5.625,10.5,153,57.75,43,10,4577.820434,9281.060607,1.679235239,1.500895951,2399.65251,64.57454707,0
684,1933823,1008098,3920,7,7,2,5.625,10.5,148,57.75,40,8,4561.538052,9248.049749,1.67540402,1.40949517,2411.554797,63.71398871,3.961686962
685,1933823,1008098,3926,6,8,2,5.625,10.5,148,57,41,7,4553.564956,9231.885116,1.672869255,1.306109013,2421.608257,63.34348084,8.102465102
686,1933823,1008098,3772.5,0.5,4,2,5.5,3,150,57,40,7,4548.60495,9221.829213,1.675507662,1.582728372,2420.605881,63.33828334,12.28779329
687,1933823,1008098,3774,1.5,6,2,5.5,3,150,57,40,7,4541.663714,9207.756571,1.683056004,1.57333008,2410.923671,63.51574102,16.82655183
688,1896320,1038267,3560,55,20,2,4.125,5,220,60.2,37,2,4524.504499,9172.968026,1.678508524,1.580359441,2409.564895,63.6048411,21.35937036
689,1896320,1038267,3755,55,16,2,4.125,6.5,230,57.5,39,2,4516.576205,9156.894224,1.668614443,1.553821404,2411.963172,64.20775171,26.3032373
690,1896320,1038267,3760,50,17,2,4.125,5.5,185,56,40,2,4490.85589,9104.748928,1.660293288,1.479608455,2450.891001,64.44089694,29.67122067
691,1896320,1038267,3637,49,24,2,4.125,7.5,190,56,38,2,4471.832073,9066.180093,1.652731802,1.418605654,2484.6139,64.86857737,33.04752005
692,1896320,1038267,3710,73,24,2,4.125,5.5,185,56,39,2,4457.68289,9037.494078,1.643212431,1.405265037,2501.872587,65.91624592,36.45797446
693,1896320,1038267,3588,38,18,2,4.125,7.5,190,56,38,2,4451.39903,9024.754198,1.636368381,1.497798662,2497.071577,67.75616276,40.00683101
694,1896320,1038267,3550,23,7,2,4.125,6.5,180,59.25,39,2,4442.710956,9007.140021,1.623649741,1.562704895,2471.581527,69.6049896,42.999109
695,1896320,1038267,3770,15,5,2,4.125,6.5,230,57.5,38,2,4454.101993,9030.234177,1.6159846,1.595083231,2446.234036,69.6955747,45.43480843
696,1896320,1038267,3624,64,22,2,4.125,6.5,230,57.5,38,2,4460.732105,9043.676049,1.609907954,1.6247822,2411.929017,70.31482031,47.31392931
697,1896320,1038267,3700,76,22,2,4.125,6.5,230,57.5,38,2,4460.653845,9043.517384,1.604689921,1.657692308,2367.316602,71.07959608,48.63647164
698,1891035,1040072,3684,59,24,2,5.875,12.5,221,60,43,0,4455.662833,9033.39862,1.603444149,1.674409535,2313.785269,72.41758242,49.4024354
699,1891035,1040072,3748,64,24,2,5.875,12.5,221,60,43,0,4448.989767,9019.869665,1.607124244,1.702059909,2253.592219,73.82981883,49.61182061
700,1891035,1040072,3828,38,23,2,5.875,12.5,221,60,43,0,4441.355386,9004.391742,1.609705272,1.725298415,2171.620137,75.85981586,49.26462726
701,1891035,1040072,3867,39,24,2,5.875,12.5,221,60.5,43,0,4434.204009,8989.89306,1.619483013,1.73244304,2081.130086,78.29224829,48.36085536
702,1891035,1040072,3881,14,10,2,5.875,12.5,221,61.5,46,0,4429.123963,8979.593788,1.61705595,1.724939186,1985.32967,81.08850609,46.9005049
703,1891035,1040072,3578,6,2,2,5.875,12.5,218,60,40,0,4416.689475,8954.384141,1.621791787,1.725180675,1866.035046,84.74012474,42.05613306
704,1891035,1040072,3625,22,13,2,5.875,12.5,221,60,44,0,4409.48519,8939.778193,1.627557037,1.720634096,1740.925156,88.52242352,38.19364419
705,1891035,1040072,3603,25,13,2,5.875,12.5,221,60,40,0,4403.770169,8928.191575,1.634564905,1.718922455,1608.856549,92.06415206,35.41104841
706,1891035,1040072,3790,42,19,2,5.875,12.5,221,60,43,0,4406.932953,8934.603794,1.641122748,1.714155246,1475.586576,96.10632611,32.72468072
707,1891035,1040072,3572,45,17,2,5.875,12.5,218,62.5,40,0,4396.748539,8913.955942,1.654988979,1.683166447,1355.981586,99.12236412,31.33085833
708,1890349,1049982,3958.8,56.8,24,2,8.375,32.5,300,60,40,12,4399.016641,8918.554286,1.663744036,1.689662622,1253.464508,101.7574993,29.87080487
709,1890349,1049982,3902,72,18,2,8.375,32.5,300,60,38,12,4406.411475,8933.546553,1.663521965,1.689044225,1184.331749,104.6205821,28.28422928
710,1890349,1049982,3830,86,24,2,8.375,32.5,300,60,36,13,4406.911618,8934.560542,1.672997014,1.677450252,1126.832492,107.9618355,17.75913276
711,1890349,1049982,3679,38,15,2,8.375,20,300,60,35,12,4410.197785,8941.222906,1.678514428,1.650821701,1071.936442,110.6229581,11.82120582
712,1890349,1049982,3744,65,24,2,8.375,22.5,300,60,36,13,4410.94391,8942.735599,1.689857465,1.64969911,1018.613009,112.6039501,8.143451143
713,1897139,1036391,3330,44,17,2,8.375,15,330,57,39,4,4401.247124,8923.07636,1.704987624,1.610078917,940.7425007,113.9359964,5.809325809
714,1897139,1036391,3366,36,12,2,8.375,15,350,57,41,5,4406.391208,8933.505463,1.712673224,1.613042202,892.8051678,114.9665875,4.934659935
715,1897139,1036391,3450,84,24,2,8.375,15,350,57.5,40,5,4400.669965,8921.906229,1.719217779,1.62324593,850.3356103,114.8477873,3.433323433
716,1897139,1036391,3529,79,19,2,8.375,15,350,58.5,39,6,4394.900506,8910.209245,1.726925467,1.640690101,812.6314226,112.2438372,2.306207306
717,1897139,1036391,3579,50,24,2,8.375,15,350,59,40,4,4388.222356,8896.669982,1.729804455,1.642208692,767.2037422,111.2874963,9.83961984
718,1897139,1036391,3622,43,24,2,8.375,15,350,59,40,5,4381.382564,8882.803007,1.729544423,1.640543016,725.2435402,111.6149391,18.16067716
719,1897139,1036391,3654,32,24,2,8.375,15,350,59,39,5,4383.16119,8886.408988,1.728033599,1.633575884,690.956341,111.6149391,24.8996139
720,1897139,1036391,3670,16,12,2,8.375,15,350,59,40,6,4381.409516,8882.857649,1.724628662,1.623267498,649.8336798,109.7074547,31.85773686
721,1890803,1042438,3916,59,24,2,8.375,11,400,59,37,8,4390.759552,8901.813887,1.720859162,1.633897634,625.5910306,107.961093,38.3982774
722,1890803,1042438,3942,26,17,2,8.375,11,450,59,38,8,4386.091432,8892.349753,1.717541401,1.643599644,607.1948322,106.0120285,44.94891595
723,1890803,1042438,3857,61,22,2,8.375,11,450,59,37,8,4383.151874,8886.390101,1.712582878,1.63028413,615.4648055,104.1045441,51.53400653
724,1890803,1042438,3725,62,24,2,8.375,11.5,480,59,36,6,4378.522796,8877.00512,1.701695055,1.624542125,662.6136026,103.6315711,57.47698248
725,1890803,1042438,3796,51,18,2,8.375,11.5,480,59,37,7,4399.806999,8920.156656,1.69151287,1.604841105,719.8351648,103.2670033,62.98158598
726,1890803,1042438,3745,20,9,2,8.375,14,480,59,37,6,4398.345612,8917.193843,1.684419499,1.598010098,782.9269379,102.000297,67.43718444
727,1890803,1042438,3663,21,4,2,8.375,18,350,60.7,35,7,4416.272748,8953.53927,1.673824836,1.653846154,799.6168696,101.026136,72.63884764
728,1927084,1012494,3675,13,8,2,8.375,25,300,59,38,4,4440.039675,9001.724273,1.663494184,1.725819226,811.9438669,99.82625483,77.31303831
729,1927084,1012494,3680,5,5,2,8.375,17.5,300,59,38,4,4477.332082,9077.330796,1.65380233,1.768191268,819.6584497,98.12592813,81.22453222
730,1927084,1012494,3580,34,12,2,8.375,22.5,300,55.5,34,0,4521.817289,9167.519982,1.643334333,1.76997327,832.1577072,95.71428571,84.31541432
731,1927084,1012494,3708,22,24,2,8.375,17.5,310,59,37,6,4565.384062,9255.847138,1.644593907,1.812246312,841.3365013,92.66409266,86.8990199
732,1927084,1012494,3602,22,19,2,8.375,25,300,57.25,38,4,4569.282162,9263.750136,1.63723158,1.836501337,811.0914761,89.35402435,88.5037125
733,1927084,1012494,3662,60,24,2,8.375,25,300,59,38,4,4564.383491,9253.818585,1.634114985,1.86011286,798.9218889,88.51202851,89.61597862
734,1927084,1012494,3730,22,24,2,8.375,20,310,59,37,6,4561.092702,9247.146848,1.630603121,1.875061875,788.8119988,87.55865756,89.58716959
735,1927084,1012494,3742,12,11,2,8.375,20,310,59,37,6,4565.978217,9257.051727,1.629716948,1.914067914,777.5720226,86.16127116,87.88713989
736,1927084,1012494,3839,41,24,2,8.375,20,310,59,39,6,4570.35918,9265.933679,1.627178593,1.934461934,765.7915058,85.26730027,85.37867538
737,1927084,1012494,3798,27,24,2,8.375,20,330,59,39,6,4588.984938,9303.69549,1.620580844,1.936045936,746.2533413,84.54410454,82.17760618
738,1927084,1012494,4003,49,24,2,8.375,17.5,450,59,39,6,4601.925151,9329.930444,1.613047877,1.949311949,727.0730621,84.46985447,77.82061182
739,1927084,1012494,3903,41,23,2,8.375,17.5,450,59,39,6,4608.959368,9344.191596,1.612043376,1.962280962,708.2432432,85.05940006,72.30769231
740,1927084,1012494,3954,51,24,2,8.375,17.5,450,59,39,6,4622.968777,9372.594233,1.60911781,1.967032967,710.3163053,85.63261063,69.34541135
741,1927084,1012494,4007,4,8,2,8.375,17.5,450,59,40,6,4636.83667,9400.70996,1.605828223,1.969161469,723.1348381,86.72557173,65.22720523
742,1927084,1012494,4075,25,24,2,8.375,25,300,59,39,6,4646.754755,9420.81786,1.605975097,1.968369468,738.4867835,87.7041877,59.30561331
743,1927084,1012494,3771,29,24,2,8.375,20,330,59,39,6,4650.601227,9428.616186,1.608683237,1.964359964,760.8598159,88.22393822,52.1027621
744,1927084,1012494,4050,24,24,2,8.375,25,300,59,39,6,4661.481787,9450.675404,1.607555472,1.956835957,814.9331749,88.26997327,42.80784081
745,1927084,1012494,4137,30,24,2,8.375,27.5,300,60.5,41,7,4667.00451,9461.872156,1.607660959,1.957281457,869.0837541,88.74220374,32.57202257
746,1927084,1012494,4107,32,24,2,8.375,25,300,59.5,40,6,4670.740015,9469.445511,1.613975865,1.942431442,900.8256608,89.61389961,21.80991981
747,1927084,1012494,3845,6,8,2,8.375,20,310,59,39,6,4681.598858,9491.460698,1.614681203,1.937085437,923.1170181,89.7000297,21.92277992
748,1927084,1012494,3525,71,24,2,8.375,17.5,300,55.5,32,0,4683.485505,9495.285682,1.614301275,1.933125433,938.2773983,89.84258984,20.49361449
749,1927084,1012494,3536,11,4,2,8.375,17.5,300,55.5,32,0,4675.645442,9479.390759,1.609954426,1.930551431,939.95248,91.76715177,17.78853579
750,1927084,1012494,3862,17,12,2,8.375,22.5,450,59,39,6,4660.913261,9449.522776,1.611257919,1.929363429,942.1443421,95.23017523,15.5049005
751,1927084,1012494,4012,5,6,2,8.375,17.5,300,59,40,6,4639.185137,9405.471237,1.614222024,1.92956143,936.1716662,96.57113157,13.05256905
752,1927084,1012494,4026,14,13,2,8.375,25,300,59,40,6,4621.763179,9370.150006,1.614839957,1.931145431,927.3255123,97.36857737,11.35046035
753,1891966,1041428,3899,39.5,21,2,8.375,32.5,300,59,45,8,4601.959848,9330.000787,1.616058234,1.934115434,917.996733,99.6955747,9.89010989
754,1891966,1041428,3918,19,11,2,8.375,32.5,300,59,44,8,4577.842985,9281.106325,1.6176494,1.938471438,903.4956935,101.976537,9.066528067
755,1891966,1041428,3595,48,16,2,8.375,15,450,60.7,38,8,4563.761921,9252.558416,1.616272903,1.944213444,893.3249183,102.6046926,8.193347193
756,1891966,1041428,3642,47,23,2,8.375,15,450,59,40,9,4534.302737,9192.832946,1.618522496,1.951341451,877.2824473,102.8111078,7.9002079
757,1891966,1041428,3698,56,24,2,8.375,15,450,59,40,8,4527.95006,9179.953547,1.617345867,1.95985546,886.5384615,104.6747847,7.951885952
758,1891966,1041428,3773,75,24,2,8.375,20,450,59,40,8,4556.783628,9238.410644,1.617034745,1.964260964,906.3290763,103.7986338,6.329076329
759,1891966,1041428,3830,57,24,2,8.375,20,450,59,40,8,4569.684744,9264.56633,1.616161167,1.964953965,926.4731215,103.5090585,5.923373923
760,1891966,1041428,3859.18,29.18,24,2,8.375,25,450,59,41,8,4570.066155,9265.339603,1.617833888,1.977477477,939.4936145,104.2367092,5.825957826
761,1891966,1041428,3859.5,0.32,1,2,8.375,25,450,59,41,8,4561.818496,9248.618321,1.616884152,1.978665479,899.2426492,103.9189189,6.25957826
762,1898058,1036646,3773,45,24,2,8.375,17.5,350,59,36,6,4535.980012,9196.233448,1.619205143,1.982427482,905.9103059,104.0867241,7.404217404
763,1898058,1036646,3815,42,24,2,8.375,15,350,59,38,6,4526.532763,9177.080123,1.628187614,1.993218493,893.3442233,107.3314523,9.242055242
764,1898058,1036646,3728,149,24,2,8.375,15,350,59,38,6,4510.806754,9145.197254,1.62921868,1.978516979,887.3774874,108.0977131,11.17493317
765,1898058,1036646,3500,50,16,2,8.375,15,350,60.7,37,0,4447.845796,9017.550381,1.63088825,1.955895456,888.978319,113.3561034,13.13394713
766,1898058,1036646,3579,79,24,2,8.375,15,350,59,38,5,4375.276887,8870.424373,1.634572424,1.939164439,885.8241758,117.3359073,15.11969112
767,1894441,1038408,3566,46,24,2,8.375,20,350,59,37,6,4286.860861,8691.169965,1.633818047,1.903227403,860.959311,119.7683398,16.66825067
768,1894441,1038408,3750,24,24,2,8.375,20,350,59,38,6,4196.762512,8508.504819,1.629940976,1.894812395,825.1291951,120.6652807,17.75467775
769,1894441,1038408,3726,38,24,2,8.375,20,350,59,38,6,4122.28737,8357.514121,1.635017604,1.877536878,815.5613306,123.044253,18.74071874
770,1894441,1038408,3610,44,24,2,8.375,20,350,59,37,6,4060.035843,8231.305545,1.63669845,1.859419859,782.1294921,122.4517375,18.98604099
771,1894441,1038408,3646,36,24,2,8.375,20,350,59,37,6,4004.463547,8118.638425,1.639658342,1.840758341,744.2263142,121.1790912,18.98544699
772,1894441,1038408,3688,42,24,2,8.375,20,350,59,37,6,3948.726851,8005.637999,1.638778586,1.806405306,707.2646273,120.0950401,19.43391743
773,1894441,1038408,3520,56,24,2,8.375,20,350,59,36,6,3899.937128,7906.721849,1.636495768,1.768240768,669.2664093,118.5135135,19.57855658
774,1894441,1038408,3755,5,6,2,8.375,20,350,59,38,6,3841.025302,7787.284174,1.640735746,1.741807742,641.3201663,116.9186219,19.13869914
775,1894441,1038408,3464,20,10,2,8.375,20,350,60.7,35,6,3787.689022,7679.150345,1.644248761,1.715622216,615.4974755,114.983665,18.46777547
